"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Biomet"
"LINE","SECONDS","NANOSECONDS","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_6_4_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_2_1_1_2_1","TA_1_3_1","TA_1_4_1","TA_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg"
"","","","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:"
96,1056591300,0,3497,"NAN",0.505985,0,0,0,0.0336248,"NAN",-216.724,66.5529,24.087,998.938,0,0,-241.787,26.2543,59.4113,26.041,24.2491,24.0956,23.959,84.616,66.1604,86.7065,91.1263,95.0341,99.2577,3.005,95.5,0,0,0,0
97,1056591360,0,3498,"NAN",0.505986,0,0,0,0.0336248,"NAN",-205.119,117.406,24.07,998.939,0,0,-241.787,26.2457,59.0102,26.041,24.2662,24.0444,23.9846,84.5051,66.6212,86.9113,91.0751,95.0512,99.2491,2.93,97,0,0,0,0
98,1056591420,0,3499,"NAN",0.505986,0,0,0,0.0252186,"NAN",-220.478,116.041,24.0444,998.655,0,0,-241.796,26.2543,58.3874,25.9898,24.2918,24.07,23.942,84.8037,66.5529,87.099,91.0751,95.1024,99.2833,2.705,96.5,0,0,0,0
99,1056591480,0,3500,"NAN",0.505987,0,0,0,0.0252186,"NAN",-221.672,112.628,24.0614,998.78,0,0,-241.805,26.2287,57.8498,25.9898,24.2833,24.0358,23.959,84.9403,66.459,87.3379,91.0665,95.2133,99.2491,2.815,99,0,0,0,0
100,1056591540,0,3501,"NAN",0.505985,0,0,0,0.0336248,"NAN",-210.239,109.898,24.07,998.496,0,0,-241.787,26.2031,58.029,25.9556,24.2833,24.0273,23.959,84.5648,66.459,87.4061,91.0751,95.3242,99.2747,3.04,100,0,0,0,0
101,1056591600,0,3502,"NAN",0.505984,0,0,0,0.0252185,"NAN",-204.437,109.215,24.087,998.946,0,0,-241.796,26.2372,58.6007,25.9727,24.2918,24.0273,23.9761,84.6587,66.4932,86.9966,91.0665,95.3754,99.2662,2.915,98.5,0,0,0,0
102,1056591660,0,3503,"NAN",0.505982,0,0,0,0.0336246,"NAN",-216.041,128.669,24.0273,998.662,0,0,-241.805,26.1775,58.3191,25.9727,24.2833,24.0358,23.9249,84.8464,66.7321,87.2355,91.0495,95.4863,99.2406,2.945,97.5,0,0,0,0
103,1056591720,0,3504,"NAN",0.505982,0,0,0,0.0336245,"NAN",-213.652,130.205,24.0956,998.786,0,0,-241.796,26.2031,57.8328,25.9898,24.2747,24.0529,23.959,84.4795,66.5444,87.1502,91.0068,95.5887,99.2577,3.37,100,0,0,0,0
104,1056591780,0,3505,"NAN",0.505982,0,0,0,0.0336245,"NAN",-214.676,132.594,24.1382,998.746,0,0,-241.787,26.2457,58.4215,25.9556,24.2235,24.0273,23.9932,84.4113,66.6468,86.9624,90.9556,95.6058,99.2577,3.2,100,0,0,0,0
105,1056591840,0,3506,"NAN",0.505982,0,0,0,0.0336245,"NAN",-201.706,132.423,24.1041,998.705,0,0,-241.787,26.2116,58.5751,25.9727,24.2406,24.0358,23.9761,84.3601,66.587,86.9624,90.93,95.6911,99.2577,3.19,100,0,0,0,0
106,1056591900,0,3507,"NAN",0.505982,0,0,0,0.0336246,"NAN",-189.249,129.522,24.07,999.033,0,0,-241.787,26.2799,58.558,25.9727,24.2406,24.0017,23.9761,83.8822,66.5444,86.6553,90.8874,95.6655,99.2406,3.285,101,0,0,0,0
107,1056591960,0,3508,"NAN",0.505981,0,0,0,0.0252183,"NAN",-183.276,116.724,24.087,998.829,0,0,-241.796,26.2713,58.7884,26.0068,24.1979,24.0444,23.959,84.0017,66.2799,86.4505,90.8447,95.5802,99.2662,2.81,99,0,0,0,0
108,1056592020,0,3509,"NAN",0.50598,0,0,0,0.0168122,"NAN",-181.57,119.113,24.2662,998.748,0,0,-241.796,26.314,60.7594,26.0921,24.1894,24.0444,23.9676,84.3003,67.0478,85.7508,90.7935,95.5034,99.2491,3.05,100,0,0,0,0
109,1056592080,0,3510,"NAN",0.505978,0,0,0,0.0252182,"NAN",-193.174,115.017,24.2321,998.707,0,0,-241.787,26.2713,59.9744,26.1092,24.1894,24.0273,23.959,83.814,66.6212,85.7338,90.8276,95.3498,99.2491,3.275,99.5,0,0,0,0
110,1056592140,0,3511,"NAN",0.505978,0,0,0,0.0336243,"NAN",-182.253,114.676,24.3345,998.831,0,0,-241.787,26.314,60.7338,26.0751,24.1809,24.0273,23.9676,83.9164,66.7662,85.7338,90.7508,95.1024,99.2406,3.005,102.5,0,0,0,0
111,1056592200,0,3512,"NAN",0.505978,0,0,0,0.0252182,"NAN",-177.986,116.382,24.3345,998.831,0,0,-241.787,26.314,62.3379,26.1433,24.2321,24.0614,24.0102,83.6433,67.4915,85.6314,90.6655,95.1621,99.2662,2.82,106.5,0,0,0,0
112,1056592260,0,3513,"NAN",0.505978,0,0,0,0.0336243,"NAN",-181.058,124.915,24.2662,998.79,0,0,-241.787,26.314,61.6126,26.1092,24.1809,24.07,24.0102,84.087,67.773,85.8362,90.5802,95.256,99.2577,2.92,102.5,0,0,0,0
113,1056592320,0,3514,"NAN",0.505983,0,0,0,0.0336246,"NAN",-186.348,123.208,24.3345,998.831,0,0,-241.787,26.2969,61.8089,26.1433,24.2235,24.0529,24.0188,84.0614,67.9095,85.6485,90.4607,95.2389,99.2406,3.17,99.5,0,0,0,0
114,1056592380,0,3515,"NAN",0.505981,0,0,0,0.0336244,"NAN",-183.618,120.478,24.3259,998.913,0,0,-241.787,26.2969,62.8669,26.0921,24.2491,24.0785,24.0273,84.0102,67.4659,85.802,90.2986,95.256,99.2747,3.28,101.5,0,0,0,0
115,1056592440,0,3516,"NAN",0.505979,0,0,0,0.0336243,"NAN",-190.956,122.526,24.2321,998.831,0,0,-241.787,26.2969,62.3208,26.0751,24.2662,24.0529,24.0188,84.0102,67.6365,85.802,90.2304,95.1792,99.2662,3.23,100,0,0,0,0
116,1056592500,0,3517,"NAN",0.50598,0,0,0,0.0336244,"NAN",-201.365,121.843,24.2662,998.791,0,0,-241.796,26.2969,61.971,26.0751,24.2662,24.07,24.0102,83.7799,67.6024,85.6996,90.1536,95.1536,99.2491,3.05,96.5,0,0,0,0
117,1056592560,0,3518,"NAN",0.505982,0,0,0,0.0336245,"NAN",-195.904,117.747,24.3003,998.668,0,0,-241.796,26.2884,62.3293,26.0921,24.3089,24.087,24.0273,83.9164,67.7986,85.9386,90.1365,95.0853,99.2662,2.98,95.5,0,0,0,0
118,1056592620,0,3519,"NAN",0.505984,0,0,0,0.0336247,"NAN",-197.27,122.867,24.2065,998.995,0,0,-241.787,26.2628,62.4403,26.1092,24.3601,24.0785,24.0102,84.1382,67.8157,86.1775,90.0171,94.8976,99.2662,2.95,94,0,0,0,0
119,1056592680,0,3520,"NAN",0.505986,0,0,0,0.0336248,"NAN",-218.771,127.816,24.2662,998.873,0,0,-241.778,26.2372,61.6126,26.041,24.3515,24.0956,24.0017,83.9846,67.5683,86.331,89.8891,94.6843,99.2577,2.9,94,0,0,0,0
120,1056592740,0,3521,"NAN",0.50599,0,0,0,0.0336251,"NAN",-209.898,124.744,24.2918,998.832,0,0,-241.787,26.2457,61.3993,26.0239,24.3515,24.0529,23.9932,84.0273,67.7816,86.57,89.8037,94.3686,99.2491,2.865,96.5,0,0,0,0
121,1056592800,0,3522,"NAN",0.505989,0,0,0,0.0252188,"NAN",-204.437,123.891,24.2321,998.791,0,0,-241.787,26.2372,61.587,26.041,24.3601,24.087,24.0017,83.9078,67.628,86.7577,89.7781,94.3771,99.2577,2.805,96,0,0,0,0
122,1056592860,0,3523,"NAN",0.379491,0,0,0,0.0252187,"NAN",-223.891,58.5324,24.3345,998.873,0,0,-241.787,26.2543,58.8055,25.9556,24.3857,24.0444,24.0102,84.2406,65.8447,86.6894,89.7184,94.5734,99.2491,2.755,94,0,0,0,0
123,1056592920,0,3524,"NAN",0.505991,0,0,0,0.0168126,"NAN",-213.823,61.0921,24.198,998.832,0,0,-241.796,26.2201,58.1655,25.9898,24.4027,24.0956,23.9676,84.1638,66.186,86.8771,89.7611,94.7184,99.2833,3.005,93,0,0,0,0
124,1056592980,0,3525,"NAN",0.505993,0,0,0,0.0336253,"NAN",-210.239,75.7679,24.2491,998.652,0,0,-241.787,26.2201,59.9147,25.9556,24.4027,24.1041,23.9676,84.2662,66.7491,86.9624,89.7525,94.5392,99.2491,3.195,94,0,0,0,0
125,1056593040,0,3526,"NAN",0.505995,0,0,0,0.0336254,"NAN",-218.771,62.7986,24.198,999.021,0,0,-241.787,26.2201,58.4044,25.9215,24.4198,24.0785,23.9676,84.3174,66.2884,86.7065,89.6928,94.2577,99.2577,3.12,94,0,0,0,0
126,1056593100,0,3527,"NAN",0.505998,0,0,0,0.0336256,"NAN",-213.993,59.727,24.1724,999.023,0,0,-241.787,26.2287,58.3276,25.9556,24.3771,24.0785,23.959,84.3942,66.442,86.7406,89.6928,94.2918,99.2577,3.09,92,0,0,0,0
127,1056593160,0,3528,"NAN",0.506004,0,0,0,0.033626,"NAN",-194.198,88.9078,24.1382,998.78,0,0,-241.787,26.2201,59.6246,25.9727,24.4113,24.0614,23.9249,84.5136,67.0222,86.843,89.6758,94.1809,99.2406,3.075,92.5,0,0,0,0
128,1056593220,0,3529,"NAN",0.506004,0,0,0,0.0252195,"NAN",-180.717,118.942,24.1297,998.536,0,0,-241.796,26.1519,61.1775,25.9215,24.3771,24.0529,23.9334,84.3942,67.6706,86.7577,89.599,94.1041,99.2577,3.165,92,0,0,0,0
129,1056593280,0,3530,"NAN",0.506004,0,0,0,0.016813,"NAN",-188.737,119.795,24.1553,998.783,0,0,-241.805,26.1689,60.7167,25.9215,24.4113,24.0785,23.9505,84.4539,68.0034,86.7406,89.6758,94.2918,99.2662,3.14,94,0,0,0,0
130,1056593340,0,3531,"NAN",0.506003,0,0,0,0.016813,"NAN",-177.816,116.212,24.1126,998.703,0,0,-241.796,26.1945,60.9642,25.9386,24.4027,24.0785,23.9164,84.215,67.4829,86.843,89.7014,94.4454,99.2577,2.9,95.5,0,0,0,0
131,1056593400,0,3532,"NAN",0.506002,0,0,0,0.0168129,"NAN",-175.427,112.969,24.1297,998.622,0,0,-241.805,26.1775,61.6212,25.9386,24.4027,24.0785,23.9249,84.2406,67.4744,86.5188,89.6928,94.5819,99.2406,2.945,95.5,0,0,0,0
132,1056593460,0,3533,"NAN",0.506004,0,0,0,0.033626,"NAN",-188.055,119.283,24.1041,998.664,0,0,-241.796,26.1945,61.058,25.9556,24.3857,24.0614,23.942,84.2747,67.5427,86.5188,89.6758,94.5478,99.2491,3.2,97.5,0,0,0,0
133,1056593520,0,3534,"NAN",0.506005,0,0,0,0.0252195,"NAN",-184.983,121.502,24.1638,998.583,0,0,-241.796,26.1945,60.8788,25.9727,24.4113,24.0529,23.959,83.959,67.4659,86.3822,89.616,94.471,99.2747,3.2,97.5,0,0,0,0
134,1056593580,0,3535,"NAN",0.506006,0,0,0,0.0252196,"NAN",-187.543,119.795,24.1041,998.91,0,0,-241.787,26.2116,61.2031,25.9727,24.3771,24.0529,23.959,84.0956,67.4403,86.4505,89.5819,94.3089,99.2577,3.085,98,0,0,0,0
135,1056593640,0,3536,"NAN",0.506004,0,0,0,0.016813,"NAN",-195.734,119.113,24.2321,998.829,0,0,-241.787,26.2201,61.9283,26.0068,24.3515,24.0358,23.942,83.942,67.5597,86.314,89.5051,94.2406,99.2747,3.21,97.5,0,0,0,0
136,1056593700,0,3537,"NAN",0.506003,0,0,0,0.016813,"NAN",-198.635,121.16,24.2662,998.544,0,0,-241.787,26.2372,61.2543,25.9727,24.3771,24.0614,23.9249,83.6689,67.2696,86.0409,89.5392,94.4539,99.2918,3.31,97,0,0,0,0
137,1056593760,0,3538,"NAN",0.506,0,0,0,0.0252193,"NAN",-189.932,115.7,24.3003,999.034,0,0,-241.787,26.2628,60.9812,26.0068,24.3771,24.0444,23.9505,83.5751,67.1843,86.0068,89.5136,94.5648,99.2406,3.26,98,0,0,0,0
138,1056593820,0,3539,"NAN",0.505998,0,0,0,0.0168128,"NAN",-181.911,116.041,24.2662,998.708,0,0,-241.787,26.2884,61.6979,26.0751,24.3771,24.07,23.9334,83.7287,67.3208,85.9044,89.488,94.6928,99.2491,3.03,97.5,0,0,0,0
139,1056593880,0,3540,"NAN",0.505999,0,0,0,0.0168128,"NAN",-183.447,116.382,24.3345,998.872,0,0,-241.796,26.2628,62.1843,26.0751,24.3686,24.0529,23.959,83.7713,67.372,85.9215,89.5478,94.6502,99.2577,2.89,100,0,0,0,0
140,1056593940,0,3541,"NAN",0.506,0,0,0,0.0252193,"NAN",-190.102,115.188,24.3345,998.545,0,0,-241.787,26.2713,61.6553,26.0751,24.3686,24.07,23.9505,83.8737,67.2952,86.0068,89.5392,94.6758,99.2491,3.12,100.5,0,0,0,0
141,1056594000,0,3542,"NAN",0.506001,0,0,0,0.0252194,"NAN",-189.42,115.529,24.3771,998.79,0,0,-241.787,26.2287,61.4846,26.0751,24.3259,24.0614,23.9761,83.8055,67.1672,85.7338,89.4966,94.9232,99.2577,3.32,100,0,0,0,0
142,1056594060,0,3543,"NAN",0.505998,0,0,0,0.0168128,"NAN",-188.396,121.502,24.3942,998.668,0,0,-241.796,26.2201,61.9795,26.1092,24.3857,24.087,23.9932,84.1468,67.5171,85.6997,89.3686,95.1792,99.2491,3.365,103,0,0,0,0
143,1056594120,0,3544,"NAN",0.505994,0,0,0,0.025219,"NAN",-192.833,123.891,24.4198,998.586,0,0,-241.796,26.2116,61.843,26.1433,24.3857,24.0529,24.0188,84.1553,67.4403,85.4949,89.3345,94.872,99.2833,3.325,103,0,0,0,0
144,1056594180,0,3545,"NAN",0.50599,0,0,0,0.0336251,"NAN",-185.836,120.137,24.4966,998.791,0,0,-241.787,26.1689,61.9369,26.1433,24.3857,24.087,24.0273,84.2321,67.3037,85.4095,89.2662,94.8208,99.2747,3.21,102.5,0,0,0,0
145,1056594240,0,3546,"NAN",0.505987,0,0,0,0.0252187,"NAN",-188.737,120.307,24.4625,998.709,0,0,-241.787,26.1604,61.8686,26.1433,24.3771,24.087,24.0102,84.2833,67.1075,85.4949,89.215,95.1621,99.2918,3.125,101.5,0,0,0,0
146,1056594300,0,3547,"NAN",0.505987,0,0,0,0.0168124,"NAN",-183.788,119.795,24.4198,998.546,0,0,-241.787,26.1775,61.5017,26.314,24.4113,24.07,23.9932,84.0956,67.2526,85.8703,89.0956,95.273,99.2918,2.965,106,0,0,0,0
147,1056594360,0,3548,"NAN",0.505986,0,0,0,0.0252186,"NAN",-194.881,126.962,24.3345,998.628,0,0,-241.787,26.1775,61.6979,26.2799,24.4369,24.0956,23.9846,84.3089,67.4147,85.8703,89.07,95.3925,99.2491,2.93,106,0,0,0,0
148,1056594420,0,3549,"NAN",0.505988,0,0,0,0.0168125,"NAN",-189.249,123.208,24.3345,998.669,0,0,-241.778,26.1519,62.0734,26.2457,24.4113,24.1041,24.0188,84.1979,67.2184,85.9898,89.0273,95.4522,99.2491,3.125,100,0,0,0,0
149,1056594480,0,3550,"NAN",0.505988,0,0,0,0.0252187,"NAN",-196.587,121.843,24.3686,998.587,0,0,-241.787,26.1604,61.2628,26.2116,24.4283,24.1041,24.0017,84.0102,67.2184,86.1775,88.9334,95.4266,99.2918,3.12,99,0,0,0,0
150,1056594540,0,3551,"NAN",0.505987,0,0,0,0.0168124,"NAN",-222.184,124.573,24.3345,998.546,0,0,-241.787,26.1689,60.6399,26.1433,24.4369,24.1126,24.0273,83.9846,67.0734,86.314,88.9761,95.3839,99.2662,2.965,99.5,0,0,0,0
151,1056594600,0,3552,"NAN",0.505989,0,0,0,0.0168125,"NAN",-202.73,120.478,24.3345,998.628,0,0,-241.787,26.1519,60.7423,26.0068,24.4369,24.0956,24.0188,83.8225,67.0222,86.4505,88.9761,95.3584,99.2491,2.93,101.5,0,0,0,0
152,1056594660,0,3553,"NAN",0.379493,0,0,0,0.0252189,"NAN",-226.792,56.6553,24.3003,998.546,0,0,-241.787,26.186,61.1689,26.1433,24.4454,24.1126,24.0358,83.5751,66.5614,86.57,88.9932,95.256,99.2577,2.87,100.5,0,0,0,0
153,1056594720,0,3554,"NAN",0.505992,0,0,0,0.0336252,"NAN",-202.901,86.1775,24.3003,998.383,0,0,-241.787,26.1689,60.273,26.0068,24.4539,24.1297,24.0529,83.7457,66.8942,86.6212,89.0785,95.1194,99.2577,2.675,99,0,0,0,0
154,1056594780,0,3555,"NAN",0.505992,0,0,0,0.0336252,"NAN",-196.246,86.8601,24.3003,998.546,0,0,-241.796,26.2287,60.6655,26.0068,24.3857,24.1212,24.0273,83.7372,67.0819,86.7918,89.0529,95.1024,99.2491,2.645,99,0,0,0,0
155,1056594840,0,3556,"NAN",0.505993,0,0,0,0.0336253,"NAN",-217.406,54.6075,24.2577,998.628,0,0,-241.796,26.2116,61.0495,26.041,24.4027,24.1126,24.07,83.8652,67.1672,87.0136,89.0444,95.128,99.2747,2.71,97.5,0,0,0,0
156,1056594900,0,3557,"NAN",0.505992,0,0,0,0.0252189,"NAN",-210.58,56.314,24.3003,998.587,0,0,-241.787,26.1689,60.4949,25.9215,24.4027,24.1126,24.0444,83.9932,67.0307,87.2355,89.0614,95.2133,99.2577,2.64,98,0,0,0,0
157,1056594960,0,3558,"NAN",0.50599,0,0,0,0.0336251,"NAN",-210.41,89.4198,24.3003,998.587,0,0,-241.796,26.1433,59.6672,25.802,24.3857,24.1553,24.0188,84.1297,66.7662,87.2696,89.0785,95.1792,99.2406,2.49,98.5,0,0,0,0
158,1056595020,0,3559,"NAN",0.505992,0,0,0,0.0168126,"NAN",-197.611,117.747,24.2321,998.546,0,0,-241.787,26.1007,59.5819,25.802,24.4113,24.1297,24.0614,84.2662,67.1331,87.3549,89.1297,95.0171,99.2577,2.525,96,0,0,0,0
159,1056595080,0,3560,"NAN",0.505996,0,0,0,0.0168127,"NAN",-192.491,115.358,24.198,998.546,0,0,-241.787,26.1007,59.8464,25.7679,24.3942,24.1638,24.0444,84.3942,67.116,87.4061,89.1382,94.8891,99.2747,2.54,97.5,0,0,0,0
160,1056595140,0,3561,"NAN",0.505997,0,0,0,0.0168128,"NAN",-183.959,115.358,24.1297,998.628,0,0,-241.787,26.0836,59.9061,25.7338,24.3686,24.1553,24.0273,84.2918,67.1843,87.5597,89.2065,94.9488,99.2577,2.6,99,0,0,0,0
161,1056595200,0,3562,"NAN",0.505999,0,0,0,0.0252192,"NAN",-193.686,115.188,24.1126,998.628,0,0,-241.787,26.1007,59.8037,25.7338,24.4027,24.1553,24.0614,84.1979,67.0222,87.5768,89.2491,94.8805,99.2491,2.72,101.5,0,0,0,0
162,1056595260,0,3563,"NAN",0.506004,0,0,0,0.016813,"NAN",-192.15,122.526,24.087,998.546,0,0,-241.787,26.0836,59.5222,25.6997,24.3686,24.1638,24.07,84.3601,66.9624,87.5085,89.2491,94.727,99.2662,2.705,102,0,0,0,0
163,1056595320,0,3564,"NAN",0.506003,0,0,0,0.0336259,"NAN",-192.321,123.208,24.1041,998.71,0,0,-241.796,26.0836,59.1212,25.6655,24.3515,24.1468,24.0444,84.1041,67.0051,87.5938,89.2406,94.5478,99.2577,2.805,100,0,0,0,0
164,1056595380,0,3565,"NAN",0.506003,0,0,0,0.0252194,"NAN",-195.563,121.843,24.1041,998.546,0,0,-241.787,26.1092,61.3737,25.6655,24.3601,24.1212,24.0273,84.1041,67.0307,87.4744,89.3003,94.5819,99.2577,2.905,101,0,0,0,0
165,1056595440,0,3566,"NAN",0.506002,0,0,0,0.0168129,"NAN",-190.785,116.041,24.1382,998.505,0,0,-241.787,26.0836,59.9147,25.6997,24.343,24.1297,24.0273,84.0102,66.7918,87.5427,89.3174,94.5136,99.2662,2.975,98.5,0,0,0,0
166,1056595500,0,3567,"NAN",0.506001,0,0,0,0.0336258,"NAN",-201.706,113.993,24.1638,998.546,0,0,-241.787,26.1177,59.4966,25.6655,24.3345,24.1553,24.0102,83.8225,66.6297,87.6109,89.3942,94.1723,99.2662,2.955,97.5,0,0,0,0
167,1056595560,0,3568,"NAN",0.506,0,0,0,0.0168129,"NAN",-190.956,113.311,24.198,998.219,0,0,-241.787,26.1348,59.3174,25.6655,24.3003,24.1382,24.0188,83.7969,66.7918,87.5085,89.4624,93.8396,99.2235,2.795,100,0,0,0,0
168,1056595620,0,3569,"NAN",0.506,0,0,0,0.0168129,"NAN",-191.638,114.334,24.198,998.628,0,0,-241.787,26.1263,59.7014,25.6655,24.2918,24.1212,24.0273,83.814,66.8771,87.6792,89.5819,93.4044,99.2662,3.07,99.5,0,0,0,0
169,1056595680,0,3570,"NAN",0.506002,0,0,0,0.0252194,"NAN",-186.519,110.921,24.2321,998.301,0,0,-241.796,26.1519,59.8379,25.6655,24.2918,24.1126,23.9846,83.7799,66.5956,87.645,89.599,93.2167,99.2577,2.98,98.5,0,0,0,0
170,1056595740,0,3571,"NAN",0.506,0,0,0,0.0252192,"NAN",-193.857,111.263,24.198,998.465,0,0,-241.787,26.1092,59.4624,25.6655,24.3089,24.0956,23.9676,84.0102,66.3396,87.6109,89.6331,93.2764,99.2491,2.725,97,0,0,0,0
171,1056595800,0,3572,"NAN",0.505997,0,0,0,0.0252191,"NAN",-193.345,112.969,24.1638,998.138,0,0,-241.787,26.1177,57.9778,25.6655,24.3003,24.087,23.9676,84.0614,66.4846,87.7816,89.6246,93.2082,99.2491,2.765,97.5,0,0,0,0
172,1056595860,0,3573,"NAN",0.505996,0,0,0,0.0168127,"NAN",-196.075,113.993,24.1638,998.383,0,0,-241.796,26.0921,58.0375,25.6655,24.3089,24.1041,23.9846,84.0444,66.0751,87.8498,89.6928,93.1997,99.2662,2.78,98.5,0,0,0,0
173,1056595920,0,3574,"NAN",0.505996,0,0,0,0.0168127,"NAN",-190.785,112.799,24.1126,998.383,0,0,-241.778,26.0751,57.9095,25.6314,24.2747,24.1468,23.9676,83.9761,65.8959,87.8839,89.727,93.2423,99.2235,3.11,98,0,0,0,0
174,1056595980,0,3575,"NAN",0.505996,0,0,0,0.0252191,"NAN",-190.444,114.505,24.0956,998.138,0,0,-241.787,26.041,56.6979,25.5973,24.3174,24.1126,23.9676,84.0956,65.6826,88.0546,89.7611,93.1997,99.2321,3.105,96.5,0,0,0,0
175,1056596040,0,3576,"NAN",0.505995,0,0,0,0.0168127,"NAN",-189.59,114.334,24.0956,998.383,0,0,-241.787,26.058,55.8362,25.5973,24.2662,24.1382,23.959,84.0956,65.5717,88.0546,89.7696,93.3447,99.2491,2.905,94,0,0,0,0
176,1056596100,0,3577,"NAN",0.505995,0,0,0,0.0168127,"NAN",-193.003,113.311,24.0785,998.056,0,0,-241.787,26.0665,56.1263,25.5631,24.2577,24.1382,23.9676,84.0017,65.4095,88.1229,89.8635,93.6263,99.2491,2.95,95,0,0,0,0
177,1056596160,0,3578,"NAN",0.505991,0,0,0,0.0252188,"NAN",-201.536,118.601,24.0614,998.383,0,0,-241.787,26.058,56.0921,25.5631,24.2406,24.1212,23.9505,84.0273,65.4778,87.9863,89.9232,93.7287,99.2321,2.95,95,0,0,0,0
178,1056596220,0,3579,"NAN",0.505988,0,0,0,0.0168125,"NAN",-224.573,118.942,24.087,998.301,0,0,-241.796,26.041,56.0751,25.5973,24.2321,24.1212,23.9932,84.2491,65.3839,87.5597,89.9915,94.07,99.2747,2.89,92,0,0,0,0
179,1056596280,0,3580,"NAN",0.505983,0,0,0,0.0252185,"NAN",-219.113,116.382,24.1041,998.71,0,0,-241.796,26.041,56.186,25.6314,24.2321,24.1041,23.9761,83.9164,65.3242,87.3379,89.9915,94.215,99.2491,2.89,90,0,0,0,0
180,1056596340,0,3581,"NAN",0.505984,0,0,0,0.0168123,"NAN",-209.898,112.628,24.0956,998.505,0,0,-241.787,26.058,56.3993,25.6997,24.2235,24.1041,23.959,84.0529,65.5119,87.0648,89.9744,94.2235,99.2662,2.86,91.5,0,0,0,0
181,1056596400,0,3582,"NAN",0.505986,0,0,0,0.0168124,"NAN",-204.096,113.652,24.1468,998.424,0,0,-241.787,26.0495,56.4164,25.7338,24.2321,24.1212,23.959,83.8652,65.5461,86.7918,89.9659,94.3259,99.2577,2.75,90.5,0,0,0,0
182,1056596460,0,3583,"NAN",0.379491,0,0,0,0.0252187,"NAN",-217.065,81.2287,24.2321,998.587,0,0,-241.796,26.0495,58.2167,25.802,24.1894,24.1468,23.9505,83.9334,66.0068,86.6212,89.9061,94.3174,99.2491,2.635,89.5,0,0,0,0
183,1056596520,0,3584,"NAN",0.505991,0,0,0,0.0336252,"NAN",-222.014,78.3276,24.3345,998.505,0,0,-241.787,26.0751,58.1229,25.802,24.1979,24.1724,23.9676,83.8225,66.0068,86.4505,89.872,94.2235,99.2577,2.605,92,0,0,0,0
184,1056596580,0,3585,"NAN",0.505991,0,0,0,0.0336251,"NAN",-237.543,55.6314,24.2491,998.71,0,0,-241.787,26.0665,59.7014,25.802,24.215,24.1809,23.9676,83.8822,66.4676,86.3822,89.7952,94.0188,99.2406,2.545,94,0,0,0,0
185,1056596640,0,3586,"NAN",0.50599,0,0,0,0.0336251,"NAN",-232.764,56.314,24.3942,998.628,0,0,-241.796,26.0751,60.2389,25.802,24.2235,24.1553,23.9676,83.8055,66.5358,86.4505,89.7014,94.0529,99.2406,2.56,95.5,0,0,0,0
186,1056596700,0,3587,"NAN",0.505989,0,0,0,0.0252187,"NAN",-228.669,86.5188,24.3686,998.71,0,0,-241.787,26.0836,58.6689,25.8532,24.2321,24.1468,23.959,83.7543,66.2201,86.2287,89.6502,94.087,99.2491,2.515,94,0,0,0,0
187,1056596760,0,3588,"NAN",0.505988,0,0,0,0.0252187,"NAN",-217.065,85.6655,24.4795,998.693,0,0,-241.787,26.058,58.0546,25.8703,24.2321,24.1638,23.9846,83.5154,66.0921,86.2457,89.5734,94.0529,99.2321,2.55,94.5,0,0,0,0
188,1056596820,0,3589,"NAN",0.505988,0,0,0,0.0252187,"NAN",-206.655,108.874,24.4027,998.449,0,0,-241.787,26.1007,56.8515,25.8703,24.2321,24.1382,23.9761,83.4044,65.4266,86.058,89.4795,93.959,99.2577,2.7,95.5,0,0,0,0
189,1056596880,0,3590,"NAN",0.505988,0,0,0,0.0168125,"NAN",-210.239,108.532,24.3259,998.574,0,0,-241.796,26.1348,57.2014,25.8703,24.2406,24.1468,23.9932,83.4812,65.4095,86.0068,89.4113,93.8481,99.2577,2.645,93,0,0,0,0
190,1056596940,0,3591,"NAN",0.505988,0,0,0,0.0168125,"NAN",-207.509,106.143,24.3515,998.535,0,0,-241.787,26.1177,57.645,25.8703,24.2491,24.1724,23.9846,83.4898,65.2304,85.9898,89.3601,93.7543,99.2321,2.65,90,0,0,0,0
