"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","RadSensors"
"LINE","SECONDS","NANOSECONDS","RECORD","Incoming_SW_2_Avg","Outgoing_SW_2_Avg","Incoming_LW_2_Avg","Outgoing_LW_2_Avg","NetSW_2_Avg","NetLW_2_Avg","Net_radiation_2_Avg","mV_LWin_2_Avg","sensorbody_temp_in_LW_2_Avg","mV_LWout_2_Avg","sensorbody_temp_out_LW_2_Avg","albedo_2_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
903,1056639720,0,4304,299.19,0.01,426.86,489.5,308.32,-62.79,245.53,-7.062,32.6,-0.521,32.28,0
904,1056639780,0,4305,253.44,-0.01,424.48,488.16,250.51,-63.68,186.83,-7.38,32.7,-0.703,32.31,0
905,1056639840,0,4306,224.65,0,422.65,487.71,224.51,-65.06,159.44,-7.54,32.6,-0.772,32.27,0
906,1056639900,0,4307,217.63,0,420.56,488.2,217.55,-67.71,149.84,-7.678,32.52,-0.659,32.23,0
907,1056639960,0,4308,212.67,0,419.82,486.59,212.66,-67.32,145.34,-7.757,32.44,-0.7,32.17,0
908,1056640020,0,4309,211.37,0,419.19,486.47,211.29,-67.3,143.99,-7.766,32.38,-0.703,32.13,0
909,1056640080,0,4310,208.6,0,418.7,487.05,208.66,-69.27,139.39,-7.814,32.38,-0.612,32.11,0
910,1056640140,0,4311,206.83,0,419,486.37,206.88,-68.35,138.53,-7.771,32.33,-0.672,32.09,0
911,1056640200,0,4312,205.24,-0.01,419.39,487.52,205.2,-68.1,137.1,-7.695,32.25,-0.587,32.07,0
912,1056640260,0,4313,208.72,0,419.69,487.31,208.87,-67.7,141.17,-7.669,32.25,-0.664,32.07,0
913,1056640320,0,4314,213.74,0,420.88,486.63,213.87,-65.9,147.97,-7.553,32.24,-0.665,32.05,0
914,1056640380,0,4315,214.71,0.01,420.81,487.41,214.75,-66.26,148.49,-7.548,32.24,-0.623,32.05,0
915,1056640440,0,4316,213.47,0.01,421.15,486.93,213.33,-66.15,147.18,-7.55,32.31,-0.609,32.08,0
916,1056640500,0,4317,209.52,-0.01,420.02,486.94,209.19,-66.78,142.41,-7.652,32.33,-0.676,32.09,0
917,1056640560,0,4318,189.46,0,418.5,487.29,189,-68.81,120.19,-7.832,32.33,-0.629,32.1,0
918,1056640620,0,4319,181.61,0,418.42,486.97,181.54,-68.33,113.22,-7.792,32.29,-0.665,32.09,0
919,1056640680,0,4320,183.12,0,418.44,487.5,183.26,-69.1,114.16,-7.828,32.27,-0.609,32.11,0
920,1056640740,0,4321,190.47,0,418.31,486.51,190.81,-69.15,121.66,-7.883,32.28,-0.633,32.12,0
921,1056640800,0,4322,199.88,-0.01,418.45,487.58,200.28,-69.15,131.13,-7.871,32.27,-0.652,32.15,0
922,1056640860,0,4323,220.42,0,418.9,487.09,225.04,-68.12,156.92,-7.839,32.36,-0.684,32.2,0
923,1056640920,0,4324,217.1,0,418.14,488.57,217.19,-70.28,146.91,-7.955,32.5,-0.615,32.27,0
924,1056640980,0,4325,231.66,0,420.92,489.91,233.05,-69.11,163.93,-7.715,32.58,-0.53,32.34,0
925,1056641040,0,4326,230,0,419.56,488.5,229.94,-68.92,161.02,-7.937,32.7,-0.689,32.42,0
926,1056641100,0,4327,219.79,0,419.88,488.34,219.13,-68.69,150.44,-7.901,32.71,-0.738,32.43,0
927,1056641160,0,4328,199.17,-0.01,420.19,488.09,198.56,-68.08,130.48,-7.875,32.74,-0.749,32.46,0
928,1056641220,0,4329,186.79,-0.01,420.89,488.78,186.61,-67.76,118.86,-7.813,32.71,-0.739,32.47,0
929,1056641280,0,4330,186.61,-0.01,422.52,488.35,186.93,-66.39,120.54,-7.651,32.67,-0.712,32.46,0
930,1056641340,0,4331,199.02,-0.01,424.01,488.51,199.63,-64.62,135.01,-7.455,32.61,-0.719,32.43,0
931,1056641400,0,4332,217.42,0.01,426.31,488.95,217.76,-62.12,155.64,-7.206,32.65,-0.718,32.44,0
932,1056641460,0,4333,239.775,0,428.87,488.995,223.59,-60.64,162.95,-7.021,32.69,-0.707,32.46,0
933,1056641520,0,4334,256.19,0,429.44,489.19,257.16,-59.76,197.4,-6.952,32.77,-0.703,32.49,0
934,1056641580,0,4335,193.785,0,427.58,488.5,200.27,-60.5,139.77,-7.092,32.82,-0.787,32.5,0
935,1056641640,0,4336,186.58,0,427.39,488.26,186.4,-60.6,125.8,-7.112,32.76,-0.772,32.45,0
936,1056641700,0,4337,189.53,0,426.7,487.64,190.09,-61.1,128.99,-7.16,32.65,-0.788,32.4,0
937,1056641760,0,4338,263.685,0.01,426.58,488.815,247.85,-62.27,185.58,-7.186,32.71,-0.656,32.42,0
938,1056641820,0,4339,213.05,0.005,425.59,488.71,263.36,-63.02,200.34,-7.312,32.82,-0.668,32.49,0
939,1056641880,0,4340,136.485,-0.005,424.235,487.72,138.84,-63.59,75.25,-7.43,32.68,-0.747,32.44,0
940,1056641940,0,4341,133.86,-0.01,423.92,487.11,133.64,-63.35,70.29,-7.478,32.64,-0.852,32.42,0
941,1056642000,0,4342,124.35,-0.01,422.73,485.58,124.05,-62.86,61.19,-7.523,32.49,-0.986,32.33,0
942,1056642060,0,4343,121.68,-0.01,422.25,485.66,121.62,-63.18,58.44,-7.47,32.21,-0.899,32.14,0
943,1056642120,0,4344,125.19,-0.01,420.74,484.31,125.27,-62.74,62.54,-7.497,31.99,-0.876,31.97,0
944,1056642180,0,4345,121.13,0,419.6,484.04,120.94,-64.42,56.52,-7.56,31.89,-0.824,31.89,0
945,1056642240,0,4346,117.08,-0.01,418.18,482.27,116.91,-63.84,53.07,-7.609,31.69,-0.8,31.73,0
946,1056642300,0,4347,111.98,0,416.72,481.65,111.88,-66.08,45.8,-7.669,31.56,-0.851,31.63,0
947,1056642360,0,4348,110.63,0,416.2,481.45,110.74,-66.02,44.71,-7.701,31.44,-0.837,31.52,0
948,1056642420,0,4349,110.09,0,415.67,481.88,110.15,-66.63,43.52,-7.69,31.29,-0.71,31.4,0
949,1056642480,0,4350,109.71,0,415.47,480.67,109.65,-65.44,44.21,-7.628,31.17,-0.722,31.28,0
950,1056642540,0,4351,109.52,-0.01,414.66,480.39,109.59,-65.5,44.09,-7.589,31.05,-0.768,31.17,0
951,1056642600,0,4352,111.45,-0.01,413.8,479.4,111.56,-65.57,45.99,-7.613,30.95,-0.786,31.08,0
952,1056642660,0,4353,113.97,0,413.72,479.01,113.99,-65.37,48.62,-7.567,30.84,-0.739,30.97,0
953,1056642720,0,4354,240.55,0,414.75,479.71,258.34,-64.96,193.38,-7.373,30.82,-0.597,30.91,0
954,1056642780,0,4355,125.08,0,412.68,480.16,125.08,-67.31,57.77,-7.69,30.99,-0.631,30.98,0
955,1056642840,0,4356,137.62,0,413.37,479.05,138.69,-65.54,73.15,-7.622,30.91,-0.75,30.93,0
956,1056642900,0,4357,352.92,0.02,414.82,482.15,357.29,-67.39,289.9,-7.514,31.18,-0.447,31.05,0
957,1056642960,0,4358,395.48,0.01,412.83,484.35,395.1,-72.21,322.9,-7.867,31.69,-0.398,31.34,0
958,1056643020,0,4359,399.36,0.01,412.15,485.26,399.56,-73.67,325.9,-8.194,32.09,-0.437,31.59,0
959,1056643080,0,4360,399.63,0.01,411.31,486.03,399.29,-74.84,324.45,-8.411,32.39,-0.495,31.78,0
960,1056643140,0,4361,389.09,0.01,410.09,485.52,388.94,-75.54,313.4,-8.616,32.6,-0.604,31.94,0
961,1056643200,0,4362,377.19,0.005,409.065,486.315,380.35,-76.38,303.97,-8.789,32.76,-0.798,32.05,0
962,1056643260,0,4363,372.56,0,408.52,486.335,373.69,-78.08,295.61,-8.831,32.91,-0.646,32.15,0
963,1056643320,0,4364,369.725,0,408.275,486.165,371.17,-77.06,294.12,-8.986,32.98,-0.93,32.21,0
964,1056643380,0,4365,367.78,0.005,408.205,487.365,368.23,-78.25,289.97,-9.041,33.07,-0.831,32.3,0
965,1056643440,0,4366,363.855,0.01,407.185,488.06,367.04,-79.42,287.62,-9.1,33.11,-0.836,32.35,0
966,1056643500,0,4367,355.445,0,406.79,487.61,360.1,-80.9,279.2,-9.178,33.14,-0.811,32.39,0
967,1056643560,0,4368,351.16,-0.005,407.635,486.97,350.71,-79.89,270.82,-9.208,33.17,-0.947,32.43,0
968,1056643620,0,4369,348.395,0,408.365,487.49,351.77,-78.85,272.93,-9.223,33.18,-0.911,32.45,0
969,1056643680,0,4370,346.525,0,408.01,487.58,345.3,-79.48,265.82,-9.158,33.26,-0.867,32.52,0
970,1056643740,0,4371,346.725,0,408.19,488.065,348.43,-81.32,267.1,-9.296,33.29,-0.859,32.57,0
971,1056643800,0,4372,345.38,0,408.89,488.66,345.58,-79.9,265.68,-9.198,33.38,-0.869,32.64,0
972,1056643860,0,4373,339.56,-0.01,408.2,489.21,339.58,-80.01,259.57,-9.351,33.53,-0.988,32.77,0
973,1056643920,0,4374,336.07,0,408.14,489.56,335.89,-81.72,254.17,-9.428,33.62,-0.824,32.86,0
974,1056643980,0,4375,336.98,-0.01,407.17,487.85,337.4,-81.52,255.88,-9.627,33.72,-1.016,32.95,0
975,1056644040,0,4376,333.28,0,408.31,490.25,332.99,-82.36,250.62,-9.465,33.72,-0.869,32.97,0
976,1056644100,0,4377,333.74,0,407.66,490.65,333.13,-83,250.13,-9.595,33.9,-0.889,33.09,0
977,1056644160,0,4378,324.14,0,406.69,490.09,324.29,-84.29,240,-9.78,33.96,-1.034,33.15,0
978,1056644220,0,4379,317.97,-0.01,407.7,488.76,317.78,-81.5,236.28,-9.59,33.8,-1.093,33.07,0
979,1056644280,0,4380,316.02,0.01,407.35,487.77,316.04,-80.41,235.62,-9.626,33.71,-1.161,33.03,0
980,1056644340,0,4381,316.65,-0.01,407.81,489.67,316.64,-81.99,234.65,-9.589,33.69,-0.998,33.04,0
981,1056644400,0,4382,310.74,-0.01,408.46,489.9,310.79,-82.43,228.35,-9.553,33.73,-0.895,33.07,0
982,1056644460,0,4383,303.85,0,407.98,489.29,303.66,-80.95,222.72,-9.55,33.68,-1.103,33.05,0
983,1056644520,0,4384,300.35,-0.01,408.2,490.64,300.56,-82.58,217.98,-9.658,33.73,-0.97,33.09,0
984,1056644580,0,4385,292.53,-0.01,407.9,490.2,292.55,-82.7,209.85,-9.584,33.71,-1.078,33.1,0
985,1056644640,0,4386,286.38,0.01,407.34,489.35,286.13,-83.18,202.94,-9.662,33.78,-1.03,33.14,0
986,1056644700,0,4387,283.71,0,407.52,490.4,283.68,-82.8,200.88,-9.711,33.79,-1.042,33.19,0
987,1056644760,0,4388,284.72,0,407.69,490.89,284.72,-83.45,201.27,-9.683,33.86,-1.041,33.25,0
988,1056644820,0,4389,284.38,0,407.45,489.65,284.22,-83.07,201.15,-9.695,33.74,-1.093,33.18,0
989,1056644880,0,4390,281.99,-0.01,407.89,491.36,281.86,-83.16,198.7,-9.685,33.79,-1.035,33.23,0
990,1056644940,0,4391,279.7,0,407.62,489.53,279.74,-82.07,197.67,-9.727,33.79,-1.183,33.24,0
991,1056645000,0,4392,273.08,0,407.85,488.84,272.66,-81.56,191.1,-9.714,33.79,-1.159,33.25,0
992,1056645060,0,4393,266.815,-0.005,407.85,490.065,269.55,-82.94,186.61,-9.725,33.7,-1.07,33.22,0
993,1056645120,0,4394,263.97,-0.01,408,489.84,263.76,-81.71,182.04,-9.657,33.68,-1.173,33.2,0
994,1056645180,0,4395,259.89,0,408.41,491.89,259.86,-83.64,176.22,-9.732,33.94,-0.952,33.35,0
995,1056645240,0,4396,252.37,-0.01,407.47,491.08,252.04,-83.77,168.28,-9.884,34.13,-1.14,33.44,0
996,1056645300,0,4397,248.61,0,406.91,493,248.76,-87.76,161,-10.16,34.34,-1.029,33.61,0
997,1056645360,0,4398,243.57,-0.01,407.09,492.44,243.23,-86.27,156.97,-10.026,34.23,-1.111,33.59,0
998,1056645420,0,4399,239.05,0,406.95,490.64,238.91,-83.55,155.36,-10.003,34.11,-1.144,33.54,0
999,1056645480,0,4400,237.56,-0.01,406.99,491.69,237.58,-84.53,153.05,-10.02,34.11,-1.131,33.57,0
1000,1056645540,0,4401,233.57,-0.01,406.33,490.58,233.47,-84.75,148.72,-10.066,34.04,-1.136,33.51,0
1001,1056645600,0,4402,229.64,0,407.59,491.67,229.58,-84.52,145.06,-9.924,34.01,-1.088,33.5,0
1002,1056645660,0,4403,226.91,-0.01,406.66,492.78,226.44,-84.86,141.58,-9.937,34.01,-1.11,33.53,0
1003,1056645720,0,4404,219.54,0,406.81,490.83,219.61,-85.36,134.25,-10.004,33.92,-1.187,33.49,0
1004,1056645780,0,4405,218.07,-0.01,407.23,489.9,218.13,-84.47,133.66,-9.942,33.78,-1.206,33.39,0
1005,1056645840,0,4406,214.69,-0.01,406.93,488.07,214.55,-81.79,132.76,-9.803,33.58,-1.26,33.24,0
1006,1056645900,0,4407,205.7,-0.01,407.48,489.74,205.54,-81.43,124.11,-9.725,33.51,-1.124,33.2,0
1007,1056645960,0,4408,201.62,-0.01,407.16,488.79,201.32,-82.09,119.23,-9.781,33.4,-1.049,33.13,0
1008,1056646020,0,4409,197.13,0,407.36,487.82,197.15,-80.62,116.53,-9.618,33.28,-1.168,33.03,0
1009,1056646080,0,4410,197.74,-0.01,407.49,487.75,197.57,-80.48,117.09,-9.484,33.09,-1.092,32.89,0
1010,1056646140,0,4411,195.81,-0.01,408.06,486.88,195.81,-78.83,116.99,-9.36,32.97,-1.123,32.79,0
1011,1056646200,0,4412,196.75,0,408.69,487.54,196.98,-78.89,118.09,-9.315,32.94,-1.026,32.77,0
1012,1056646260,0,4413,197.7,-0.01,409.19,488.39,197.67,-79.62,118.04,-9.217,32.91,-0.912,32.75,0
1013,1056646320,0,4414,196.23,0,409.45,488.74,196.1,-79.32,116.78,-9.251,32.96,-0.942,32.8,0
1014,1056646380,0,4415,193.47,0,409.43,488.75,193.54,-79.06,114.48,-9.265,33.03,-0.989,32.87,0
1015,1056646440,0,4416,191.1,0,409.97,488.6,190.92,-78.29,112.63,-9.247,33.06,-1.042,32.89,0
1016,1056646500,0,4417,188.73,-0.01,409.71,488.2,188.65,-78.36,110.29,-9.253,33.01,-1.094,32.86,0
1017,1056646560,0,4418,188.52,0,409.81,487.54,188.53,-78.15,110.38,-9.233,33.01,-1.063,32.86,0
1018,1056646620,0,4419,186.31,0,409.71,488.74,186.15,-78.64,107.51,-9.222,33.04,-1.04,32.89,0
1019,1056646680,0,4420,183.6,0,410.2,488.06,183.57,-77.94,105.63,-9.263,33.06,-1.072,32.9,0
1020,1056646740,0,4421,183.33,0,410.38,487.89,183.42,-77.1,106.32,-9.191,32.97,-1.104,32.84,0
1021,1056646800,0,4422,184.06,-0.01,410.19,487.86,183.9,-77.81,106.09,-9.17,32.93,-1.018,32.81,0
1022,1056646860,0,4423,181,0,410.09,488.81,180.8,-78.6,102.2,-9.23,33.02,-1.003,32.88,0
1023,1056646920,0,4424,177.57,0,409.81,487.4,177.41,-78.15,99.25,-9.272,32.98,-1.092,32.86,0
1024,1056646980,0,4425,177.83,0,409.36,488.07,177.89,-79.61,98.28,-9.286,32.97,-0.997,32.86,0
1025,1056647040,0,4426,175.81,0,409.45,488.99,175.83,-80.05,95.78,-9.314,32.99,-0.995,32.9,0
1026,1056647100,0,4427,172.15,0,409.63,488.37,172.15,-78.53,93.63,-9.279,33.04,-1.096,32.93,0
1027,1056647160,0,4428,169.72,0,409.38,487.47,169.52,-78.3,91.22,-9.32,33.08,-1.128,32.95,0
1028,1056647220,0,4429,160.71,-0.01,409.68,488.28,160.36,-78.63,81.73,-9.27,33.01,-1.044,32.91,0
1029,1056647280,0,4430,155.94,0,409.62,487.87,155.81,-78.27,77.55,-9.302,32.97,-1.138,32.9,0
1030,1056647340,0,4431,155.6,0,409.93,487.71,155.62,-78.23,77.39,-9.276,32.94,-1.088,32.89,0
1031,1056647400,0,4432,155.88,0,409.51,487.18,155.74,-77.83,77.9,-9.236,32.86,-1.166,32.83,0
1032,1056647460,0,4433,150.44,0,409.87,487.64,150.32,-77.84,72.47,-9.222,32.86,-1.09,32.84,0
1033,1056647520,0,4434,149.41,0,409.09,488.09,149.41,-78.65,70.75,-9.276,32.86,-1.085,32.84,0
1034,1056647580,0,4435,145.27,0,409.48,488.28,145.05,-78.33,66.71,-9.259,32.87,-1.098,32.86,0
1035,1056647640,0,4436,141.05,-0.01,409.18,488.19,141.03,-79.42,61.61,-9.348,32.92,-1.041,32.91,0
1036,1056647700,0,4437,136.97,0,408.53,487.24,136.76,-78.71,58.05,-9.365,32.91,-1.172,32.88,0
1037,1056647760,0,4438,134.24,-0.01,408.93,487.06,134.32,-78.39,55.93,-9.331,32.89,-1.125,32.87,0
1038,1056647820,0,4439,133.84,0,408.62,486.36,133.88,-78.41,55.46,-9.389,32.83,-1.199,32.82,0
1039,1056647880,0,4440,127.08,-0.01,408.77,485.75,126.76,-76.89,49.87,-9.266,32.75,-1.231,32.73,0
1040,1056647940,0,4441,122.46,0,408.21,485.52,122.3,-78,44.3,-9.286,32.65,-1.079,32.63,0
1041,1056648000,0,4442,119.73,-0.01,408.41,485.72,119.92,-77.94,41.98,-9.199,32.53,-1.081,32.52,0
1042,1056648060,0,4443,120.73,0,408.16,485.19,120.67,-77.03,43.64,-9.089,32.41,-1.051,32.39,0
1043,1056648120,0,4444,115.71,0,407.93,484.72,115.59,-76.74,38.85,-9.055,32.33,-1.062,32.29,0
1044,1056648180,0,4445,111.3,-0.01,407.85,484.48,111.28,-77.01,34.27,-8.986,32.25,-0.929,32.19,0
1045,1056648240,0,4446,109.43,0,407.52,484.63,109.27,-77.12,32.14,-8.965,32.2,-0.933,32.12,0
1046,1056648300,0,4447,104.73,-0.01,407.16,483.64,104.5,-76.76,27.74,-8.986,32.17,-0.883,32.06,0
1047,1056648360,0,4448,99.42,0,406.88,483.75,99.42,-76.91,22.51,-8.969,32.1,-0.942,31.99,0
1048,1056648420,0,4449,99.31,0,406.65,483.44,99.44,-76.57,22.88,-8.913,32.03,-0.886,31.92,0
1049,1056648480,0,4450,103.47,0,406.72,483.46,103.43,-76.47,26.95,-8.875,31.98,-0.857,31.85,0
1050,1056648540,0,4451,100.89,0,406.43,482.52,100.59,-76.13,24.46,-8.811,31.85,-0.856,31.71,0
1051,1056648600,0,4452,93.905,-0.005,406.215,481.905,95.2,-75.78,19.42,-8.773,31.75,-0.819,31.61,0
1052,1056648660,0,4453,89.515,0,406.215,482.105,92.51,-76.2,16.31,-8.714,31.67,-0.782,31.52,0
1053,1056648720,0,4454,86.5,0,406.08,481.88,86.22,-75.96,10.26,-8.689,31.59,-0.765,31.45,0
1054,1056648780,0,4455,72.84,0,406.38,481.43,72.52,-75.34,-2.83,-8.606,31.46,-0.747,31.36,0
1055,1056648840,0,4456,73.335,0,406.77,481.295,70.85,-74.75,-3.9,-8.503,31.35,-0.691,31.27,0
1056,1056648900,0,4457,75.165,0,406.915,481.18,76.13,-74.4,1.73,-8.439,31.31,-0.676,31.23,0
1057,1056648960,0,4458,67.575,-0.005,406.775,480.735,74.1,-74.36,-0.26,-8.432,31.28,-0.637,31.18,0
1058,1056649020,0,4459,60.81,-0.01,406.63,480.29,60.14,-73.58,-13.44,-8.397,31.2,-0.737,31.12,0
1059,1056649080,0,4460,43.42,-0.01,407.29,480.12,43.06,-72.83,-29.77,-8.279,31.04,-0.669,31.04,0
1060,1056649140,0,4461,40.56,-0.01,407.73,479.96,40.67,-72.21,-31.54,-8.167,30.85,-0.638,30.95,0
1061,1056649200,0,4462,43.16,0,408.04,479.36,43.19,-71.33,-28.14,-8.082,30.72,-0.615,30.86,0
1062,1056649260,0,4463,41.46,0.01,408.09,478.99,41.41,-70.93,-29.52,-8.03,30.61,-0.62,30.79,0
1063,1056649320,0,4464,37.62,0,408.19,479.04,37.51,-70.84,-33.33,-7.977,30.5,-0.578,30.72,0
1064,1056649380,0,4465,36.97,-0.01,408.31,478.56,37.07,-70.29,-33.22,-7.915,30.39,-0.572,30.64,0
1065,1056649440,0,4466,43.29,0,408.55,478.68,43.53,-70.21,-26.68,-7.849,30.33,-0.516,30.59,0
1066,1056649500,0,4467,47.09,0,408.37,478.46,47.11,-70.15,-23.04,-7.833,30.32,-0.499,30.54,0
1067,1056649560,0,4468,45.48,0,408.26,478.34,45.39,-70.18,-24.78,-7.823,30.31,-0.492,30.49,0
1068,1056649620,0,4469,43.29,0,408.1,478.22,43.21,-70.19,-26.98,-7.814,30.28,-0.48,30.46,0
1069,1056649680,0,4470,40.54,0,408.2,478.1,40.48,-69.98,-29.51,-7.766,30.24,-0.455,30.42,0
1070,1056649740,0,4471,37.91,0,407.96,477.8,37.82,-69.84,-32.03,-7.778,30.2,-0.477,30.39,0
1071,1056649800,0,4472,34.95,0.01,408.08,477.47,34.89,-69.42,-34.53,-7.728,30.13,-0.473,30.35,0
1072,1056649860,0,4473,32.31,-0.01,408.1,477.11,32.24,-68.99,-36.75,-7.694,30.06,-0.485,30.3,0
1073,1056649920,0,4474,29.74,0,408.28,477.26,29.64,-69.02,-39.39,-7.66,29.99,-0.446,30.27,0
1074,1056649980,0,4475,26.53,-0.01,408.53,477.15,26.41,-68.61,-42.2,-7.602,29.92,-0.432,30.23,0
1075,1056650040,0,4476,20.06,0,408.67,476.99,19.87,-68.36,-48.5,-7.59,29.85,-0.448,30.2,0
1076,1056650100,0,4477,13.38,0,409.15,476.97,13.24,-67.76,-54.52,-7.504,29.75,-0.432,30.16,-0.001
1077,1056650160,0,4478,11.45,-0.01,408.92,476.46,11.34,-67.55,-56.21,-7.502,29.66,-0.443,30.12,-0.001
1078,1056650220,0,4479,9.64,-0.01,408.98,475.89,9.61,-66.91,-57.3,-7.452,29.56,-0.463,30.06,-0.001
1079,1056650280,0,4480,8.19,-0.01,409.26,475.96,8.17,-66.71,-58.54,-7.414,29.49,-0.44,30.02,0
1080,1056650340,0,4481,7.1,0,409.79,476.27,7.09,-66.5,-59.41,-7.312,29.44,-0.366,30,-0.001
1081,1056650400,0,4482,5.49,0,409.615,475.7,5.99,-66.19,-60.21,-7.341,29.39,-0.415,29.96,0
1082,1056650460,0,4483,4.89,0,409.7,475.72,4.87,-66.03,-61.17,-7.288,29.33,-0.396,29.92,0
1083,1056650520,0,4484,4.31,0,409.64,475.59,4.31,-65.94,-61.64,-7.273,29.3,-0.377,29.9,-0.002
1084,1056650580,0,4485,3.19,-0.005,409.67,475.26,3.41,-65.69,-62.28,-7.246,29.24,-0.384,29.85,0
1085,1056650640,0,4486,2.56,-0.01,409.85,475.16,2.92,-65.46,-62.54,-7.205,29.2,-0.356,29.82,-0.003
1086,1056650700,0,4487,1.89,-0.005,410.08,475.19,2.12,-65.12,-63,-7.174,29.15,-0.364,29.78,0
1087,1056650760,0,4488,1.505,0,410.09,475.06,1.58,-65.23,-63.66,-7.112,29.13,-0.293,29.77,-0.005
1088,1056650820,0,4489,1.095,-0.005,410.135,474.87,1.42,-64.89,-63.48,-7.125,29.12,-0.358,29.76,-0.006
1089,1056650880,0,4490,0.8,0,410.31,474.94,0.79,-64.68,-63.89,-7.116,29.1,-0.354,29.75,-0.01
1090,1056650940,0,4491,-0.22,0,410.195,474.52,0.17,-64.29,-64.12,-7.093,29.09,-0.359,29.73,0
1091,1056651000,0,4492,-0.65,0,410.2,474.51,-0.68,-64.17,-64.85,-7.083,29.05,-0.376,29.71,0.011
1092,1056651060,0,4493,-0.97,0,410.28,474.24,-0.97,-63.9,-64.87,-7.049,29.01,-0.367,29.67,0.008
1093,1056651120,0,4494,-1.28,-0.01,410.58,474.19,-1.26,-63.75,-65.01,-7.024,29.01,-0.37,29.67,0.006
1094,1056651180,0,4495,-1.53,0,410.73,474.08,-1.51,-63.39,-64.9,-6.987,28.97,-0.367,29.63,0
1095,1056651240,0,4496,-1.72,0,410.99,474.41,-1.76,-63.44,-65.2,-6.961,28.95,-0.33,29.62,0.004
1096,1056651300,0,4497,-2.04,-0.01,411.15,474.48,-2.01,-63.42,-65.43,-6.939,28.96,-0.322,29.62,0
1097,1056651360,0,4498,-2.25,0,411.21,474.36,-2.24,-63.16,-65.4,-6.918,28.95,-0.319,29.61,0.003
1098,1056651420,0,4499,-2.44,0.01,411.13,474.21,-2.43,-63.2,-65.63,-6.942,28.93,-0.341,29.6,0
1099,1056651480,0,4500,-2.42,-0.01,410.79,473.96,-2.38,-63.21,-65.59,-6.956,28.93,-0.348,29.59,0.003
1100,1056651540,0,4501,-2.56,-0.01,410.7,473.98,-2.6,-63.39,-65.99,-6.944,28.91,-0.321,29.57,-0.003
1101,1056651600,0,4502,-2.5,-0.01,410.59,474.05,-2.52,-63.44,-65.96,-6.971,28.92,-0.343,29.58,0.003
1102,1056651660,0,4503,-2.65,-0.01,410.51,473.97,-2.66,-63.44,-66.1,-6.973,28.91,-0.343,29.57,0.003
1103,1056651720,0,4504,-2.65,-0.01,410.67,473.88,-2.67,-63.24,-65.91,-6.943,28.9,-0.333,29.56,0
1104,1056651780,0,4505,-2.79,0,410.93,474.21,-2.84,-63.24,-66.07,-6.921,28.89,-0.302,29.55,0
1105,1056651840,0,4506,-2.71,0.01,410.79,474.11,-2.73,-63.33,-66.06,-6.936,28.9,-0.319,29.56,0
1106,1056651900,0,4507,-2.67,-0.01,410.84,473.96,-2.63,-63.17,-65.79,-6.932,28.9,-0.336,29.56,0.003
1107,1056651960,0,4508,-2.79,0,410.67,473.18,-2.75,-62.61,-65.36,-6.893,28.86,-0.341,29.52,-0.003
1108,1056652020,0,4509,-2.69,-0.01,410.87,473.69,-2.73,-62.83,-65.56,-6.893,28.86,-0.333,29.52,0.003
1109,1056652080,0,4510,-2.63,-0.01,410.75,473.12,-2.64,-62.4,-65.04,-6.868,28.84,-0.329,29.5,0
1110,1056652140,0,4511,-2.77,-0.01,410.77,473.38,-2.74,-62.55,-65.3,-6.897,28.84,-0.365,29.5,-0.003
1111,1056652200,0,4512,-2.73,0,410.67,472.9,-2.69,-62.29,-64.98,-6.889,28.83,-0.373,29.48,0.003
1112,1056652260,0,4513,-2.89,-0.015,410.685,473.125,-2.94,-62.39,-65.33,-6.871,28.8,-0.35,29.45,0.003
1113,1056652320,0,4514,-2.855,-0.01,410.425,472.915,-2.89,-62.51,-65.4,-6.876,28.79,-0.35,29.44,0.003
1114,1056652380,0,4515,-2.72,-0.005,410.15,472.44,-2.77,-62.45,-65.22,-6.908,28.77,-0.389,29.42,0
1115,1056652440,0,4516,-2.745,0,410.135,472.44,-2.64,-62.3,-64.94,-6.894,28.75,-0.383,29.4,0.003
1116,1056652500,0,4517,-2.84,0,410.15,472.62,-2.84,-62.45,-65.29,-6.891,28.75,-0.36,29.4,0.003
1117,1056652560,0,4518,-2.785,-0.01,410.005,472.18,-2.7,-62.28,-64.98,-6.899,28.75,-0.393,29.4,0
1118,1056652620,0,4519,-2.89,-0.005,409.96,472.185,-2.88,-62.07,-64.95,-6.893,28.72,-0.41,29.37,0.003
1119,1056652680,0,4520,-2.795,0,409.74,472.005,-2.9,-62.32,-65.22,-6.886,28.7,-0.366,29.35,0.005
1120,1056652740,0,4521,-2.67,0,409.47,471.66,-2.64,-62.12,-64.76,-6.917,28.69,-0.416,29.34,0.003
1121,1056652800,0,4522,-2.84,0,409.61,471.88,-2.81,-62.28,-65.09,-6.891,28.67,-0.392,29.32,0
1122,1056652860,0,4523,-2.96,-0.02,409.4,471.38,-2.94,-61.94,-64.88,-6.855,28.63,-0.38,29.28,0
1123,1056652920,0,4524,-2.73,0,409.28,471.78,-2.69,-62.56,-65.25,-6.932,28.65,-0.397,29.29,0.003
